vg_img_id	vg_object_id	synset	url	plurals	low_similarity	optouts
2317421	1020950	furnishing.n.02	http://object-naming-amore.upf.edu//2317421_1020950_supercat_unique.png	[]	['bench/0.06', 'girl/0.03', 'couch/0.10', 'cushion/0.07', 'arm/-0.01']	{'#occlusion': 2, '#other_Chair? pillow?': 1}
2412310	197494	baked_goods.n.01	http://object-naming-amore.upf.edu//2412310_197494_singleton_obj.png	[]	['_notfound_hotdog', '_notfound_hot dog', '_notfound_sandwich', '_notfound_chicken']	{'#occlusion': 1}
2367123	2350252	furnishing.n.02	http://object-naming-amore.upf.edu//2367123_2350252_supercat_unique.png	['arms']	['boy/0.01', 'floor/0.19', 'arms/0.10']	{'#bbox': 1}
2368753	616237	furnishing.n.02	http://object-naming-amore.upf.edu//2368753_616237_seed_ambiguous.png	[]	['chair/0.02', 'floor/0.19']	{'#bbox': 2, '#occlusion': 1}
2377118	1849374	lamp.n.01	http://object-naming-amore.upf.edu//2377118_1849374_singleton_obj.png	[]	['_notfound_stop sign', '_notfound_traffic light', '_notfound_street light', '_notfound_stoplights']	{'#occlusion': 1, '#bbox': 1}
2369950	1780707	foodstuff.n.02	http://object-naming-amore.upf.edu//2369950_1780707_singleton_obj.png	[]	['_notfound_pizza']	{'#bbox': 1}
2330760	3409288	man.n.01	http://object-naming-amore.upf.edu//2330760_3409288_singleton_obj.png	['glasses']	['glasses/0.07', 'image/0.13']	{}
2373499	2104704	boat.n.01	http://object-naming-amore.upf.edu//2373499_2104704_singleton_obj.png	[]	['_notfound_rowing team', '_notfound_crew team']	{'#occlusion': 2}
2324522	3548420	dress.n.01	http://object-naming-amore.upf.edu//2324522_3548420_singleton_obj.png	[]	['knife/0.14', 'man/0.09']	{'#bbox': 1}
2371822	2237956	male_child.n.01	http://object-naming-amore.upf.edu//2371822_2237956_singleton_obj.png	[]	['_notfound_child', '_notfound_toddler', '_notfound_boy', '_notfound_kid']	{'#bbox': 1}
2364696	2852468	male_child.n.01	http://object-naming-amore.upf.edu//2364696_2852468_seed_ambiguous.png	['seats']	['_notfound_person', '_notfound_seat', '_notfound_lady', '_notfound_boy', '_notfound_book', '_notfound_seats', '_notfound_woman', '_notfound_crowd']	{}
1159440	1593531	furnishing.n.02	http://object-naming-amore.upf.edu//1159440_1593531_singleton_obj.png	[]	['table/0.06', 'spinach/-0.01', 'plant/0.05', '_notfound_lettuce']	{'#bbox': 2, '#occlusion': 2}
2340996	945122	furnishing.n.02	http://object-naming-amore.upf.edu//2340996_945122_seed_ambiguous.png	[]	['floor/0.19', 'rug/0.18']	{'#occlusion': 1, '#bbox': 4}
2362483	773939	furnishing.n.02	http://object-naming-amore.upf.edu//2362483_773939_singleton_obj.png	[]	['girl/0.03', 'woman/0.06', 'blanket/0.12']	{'#bbox': 3}
2416487	3470263	overgarment.n.01	http://object-naming-amore.upf.edu//2416487_3470263_supercat_unique.png	[]	['_notfound_man', '_notfound_jacket', '_notfound_coat']	{'#bbox': 3}
2321332	3327761	male_child.n.01	http://object-naming-amore.upf.edu//2321332_3327761_singleton_obj.png	[]	['_notfound_skateboarder', '_notfound_boy', '_notfound_skater', '_notfound_man', '_notfound_person', '_notfound_guy']	{'#occlusion': 1}
2368067	1825651	flower.n.01	http://object-naming-amore.upf.edu//2368067_1825651_singleton_obj.png	['flowers']	['_notfound_stamen']	{'#occlusion': 1}
2403906	1120418	furnishing.n.02	http://object-naming-amore.upf.edu//2403906_1120418_singleton_obj.png	['cabinets']	['sink/0.02', 'cabinet/0.15', 'cupboard/0.17']	{'#bbox': 3}
2382245	540215	furnishing.n.02	http://object-naming-amore.upf.edu//2382245_540215_seed_ambiguous.png	[]	['frame/0.12', '_notfound_bedframe']	{'#occlusion': 1, '#bbox': 4}
2365684	2062141	shelter.n.01	http://object-naming-amore.upf.edu//2365684_2062141_singleton_obj.png	[]	['structure/0.17']	{'#occlusion': 2, '#bbox': 1}
2341925	938722	feline.n.01	http://object-naming-amore.upf.edu//2341925_938722_singleton_obj.png	[]	[]	{'#bbox': 2, '#occlusion': 1}
2413577	170701	furnishing.n.02	http://object-naming-amore.upf.edu//2413577_170701_singleton_obj.png	[]	['floor/0.19']	{'#occlusion': 1}
2346542	898476	furnishing.n.02	http://object-naming-amore.upf.edu//2346542_898476_singleton_obj.png	[]	['vanity/0.15', 'sink/0.02', 'counter/0.06']	{'#occlusion': 1}
2341708	940430	baked_goods.n.01	http://object-naming-amore.upf.edu//2341708_940430_singleton_obj.png	['muffins']	['_notfound_muffins', '_notfound_broccoli', '_notfound_donut', '_notfound_muffin', '_notfound_food']	{'#bbox': 1}
2414080	160303	train.n.01	http://object-naming-amore.upf.edu//2414080_160303_singleton_obj.png	[]	['cake/0.09']	{'#bbox': 1}
2322190	3566588	furnishing.n.02	http://object-naming-amore.upf.edu//2322190_3566588_singleton_obj.png	['men']	['shelf/0.09', 'counter/0.06', 'table/0.06', '_notfound_countertop', 'men/0.09']	{}
2415299	2901333	woman.n.01	http://object-naming-amore.upf.edu//2415299_2901333_seed_ambiguous.png	['women', 'people', 'girls']	[]	{}
2358043	806603	furnishing.n.02	http://object-naming-amore.upf.edu//2358043_806603_seed_ambiguous.png	['legs']	['legs/-0.03', 'floor/0.19']	{'#bbox': 1, '#occlusion': 1}
2388175	675116	aircraft.n.01	http://object-naming-amore.upf.edu//2388175_675116_singleton_obj.png	[]	[]	{'#bbox': 1}
2338966	2248672	dish.n.02	http://object-naming-amore.upf.edu//2338966_2248672_singleton_obj.png	[]	['_notfound_baseball player', 'bat/0.17', 'man/0.05']	{'#bbox': 1}
2370428	2096048	woman.n.01	http://object-naming-amore.upf.edu//2370428_2096048_seed_ambiguous.png	[]	['_notfound_teddy bear', 'bear/0.16']	{'#bbox': 1}
2415392	3411968	furnishing.n.02	http://object-naming-amore.upf.edu//2415392_3411968_singleton_obj.png	['pasteries', 'pastries']	['_notfound_pasteries', 'cake/0.04', 'pie/0.00', '_notfound_tablecloth', 'table/0.06', 'counter/0.06', '_notfound_pastries']	{}
2387292	678394	woman.n.01	http://object-naming-amore.upf.edu//2387292_678394_singleton_obj.png	['boots']	['boots/0.05']	{}
2350316	1712860	bridge.n.01	http://object-naming-amore.upf.edu//2350316_1712860_singleton_obj.png	['stairs', 'mountains']	['stairs/0.17', 'mountains/0.16', '_notfound_awning']	{'#occlusion': 3, '#bbox': 1}
2345267	909539	furnishing.n.02	http://object-naming-amore.upf.edu//2345267_909539_seed_ambiguous.png	[]	['rug/0.18']	{'#occlusion': 1}
2359643	2396530	ungulate.n.01	http://object-naming-amore.upf.edu//2359643_2396530_singleton_obj.png	[]	['_notfound_zebra']	{'#bbox': 1}
2397859	430006	car.n.01	http://object-naming-amore.upf.edu//2397859_430006_supercat_unique.png	[]	['tie/0.03']	{'#bbox': 3}
2323667	989074	furnishing.n.02	http://object-naming-amore.upf.edu//2323667_989074_singleton_obj.png	[]	['outlet/0.18', '_notfound_countertop', 'counter/0.06', 'sink/0.02']	{'#occlusion': 1}
2356121	2029415	furnishing.n.02	http://object-naming-amore.upf.edu//2356121_2029415_supercat_unique.png	['shorts']	['chair/0.02', 'man/0.03', 'shorts/-0.02', 'sneaker/0.05']	{'#bbox': 1}
2409314	1089047	shelter.n.01	http://object-naming-amore.upf.edu//2409314_1089047_supercat_unique.png	[]	['woman/0.17', '_notfound_tarp', 'lady/0.09', '_notfound_tentcover']	{'#occlusion': 1}
2354367	2066240	foodstuff.n.02	http://object-naming-amore.upf.edu//2354367_2066240_singleton_obj.png	[]	['_notfound_rice', '_notfound_salad', '_notfound_dinner', '_notfound_rice mix']	{'#occlusion': 1, '#bbox': 1}
2409493	240589	overgarment.n.01	http://object-naming-amore.upf.edu//2409493_240589_supercat_unique.png	[]	['_notfound_jacket', '_notfound_hand']	{'#bbox': 1}
2331703	3367163	furnishing.n.02	http://object-naming-amore.upf.edu//2331703_3367163_singleton_obj.png	[]	['bench/0.06', 'deck/0.12', 'chair/0.02', 'fence/0.03']	{'#occlusion': 2}
497971	1572388	dress.n.01	http://object-naming-amore.upf.edu//497971_1572388_supercat_unique.png	[]	['table/0.07']	{'#occlusion': 1, "#other_I don't know the name of the traditional garment the woman is wearing.": 1}
2412842	2902788	foodstuff.n.02	http://object-naming-amore.upf.edu//2412842_2902788_supercat_unique.png	[]	['_notfound_doughnut', '_notfound_donut']	{'#bbox': 3}
2322350	3095895	furnishing.n.02	http://object-naming-amore.upf.edu//2322350_3095895_singleton_obj.png	[]	['bear/0.04', 'couch/0.10']	{'#bbox': 2}
2369513	743354	restaurant.n.01	http://object-naming-amore.upf.edu//2369513_743354_supercat_unique.png	[]	[]	{'#bbox': 7}
2362102	777178	furnishing.n.02	http://object-naming-amore.upf.edu//2362102_777178_supercat_unique.png	[]	['bench/0.06']	{'#occlusion': 1}
2350111	870104	kitchen_utensil.n.01	http://object-naming-amore.upf.edu//2350111_870104_supercat_ambiguous.png	[]	['_notfound_pot', '_notfound_pan', '_notfound_plate', '_notfound_bowl']	{'#occlusion': 1}
2377150	567537	ungulate.n.01	http://object-naming-amore.upf.edu//2377150_567537_singleton_obj.png	[]	['_notfound_cow', '_notfound_statue']	{'#occlusion': 1}
2331504	3493825	baked_goods.n.01	http://object-naming-amore.upf.edu//2331504_3493825_supercat_unique.png	[]	['_notfound_hot dog', '_notfound_sausage', '_notfound_hotdog', '_notfound_hotdog, sausage']	{'#occlusion': 1}
2382426	539191	furnishing.n.02	http://object-naming-amore.upf.edu//2382426_539191_supercat_unique.png	[]	['table/0.06', '_notfound_ice cream sundae', '_notfound_ice cream', '_notfound_messy, sundae,']	{'#occlusion': 1}
2347869	886708	dog.n.01	http://object-naming-amore.upf.edu//2347869_886708_supercat_unique.png	[]	[]	{'#bbox': 2}
2402315	1137787	furnishing.n.02	http://object-naming-amore.upf.edu//2402315_1137787_supercat_unique.png	[]	['table/0.06']	{'#occlusion': 1}
2373827	3076474	car.n.01	http://object-naming-amore.upf.edu//2373827_3076474_seed_ambiguous.png	[]	[]	{'#bbox': 1}
2367865	2269007	furnishing.n.02	http://object-naming-amore.upf.edu//2367865_2269007_singleton_obj.png	[]	['bear/0.04', '_notfound_mattress', '_notfound_stuffed animal', '_notfound_bed, sheets, toy']	{'#occlusion': 1}
2411063	317118	child.n.01	http://object-naming-amore.upf.edu//2411063_317118_supercat_ambiguous.png	[]	[]	{'#bbox': 2}
2357816	808386	motorcycle.n.01	http://object-naming-amore.upf.edu//2357816_808386_singleton_obj.png	['motorcycles']	['_notfound_bike', '_notfound_motorcycle', '_notfound_motorcycles']	{'#bbox': 2}
2410696	211506	foodstuff.n.02	http://object-naming-amore.upf.edu//2410696_211506_singleton_obj.png	[]	['_notfound_coleslaw', '_notfound_egg', '_notfound_sauerkraut', '_notfound_hot dog', '_notfound_food', '_notfound_rueben']	{'#occlusion': 2}
2333456	3419481	child.n.01	http://object-naming-amore.upf.edu//2333456_3419481_singleton_obj.png	[]	['shirt/0.12']	{'#bbox': 1}
2411028	1083624	bridge.n.01	http://object-naming-amore.upf.edu//2411028_1083624_singleton_obj.png	[]	['_notfound_parking lot']	{'#occlusion': 1}
2366815	625805	furnishing.n.02	http://object-naming-amore.upf.edu//2366815_625805_singleton_obj.png	['cabinets', 'counters']	['cabinet/0.15', 'counter/0.06', 'counters/0.15']	{'#bbox': 1}
2411384	312703	shirt.n.01	http://object-naming-amore.upf.edu//2411384_312703_supercat_unique.png	[]	['bear/0.08', 'person/0.16']	{'#occlusion': 3}
1664	3637492	furnishing.n.02	http://object-naming-amore.upf.edu//1664_3637492_singleton_obj.png	[]	['desk/0.08', 'table/0.06']	{'#bbox': 1, '#occlusion': 1}
2358607	800880	house.n.01	http://object-naming-amore.upf.edu//2358607_800880_singleton_obj.png	[]	[]	{'#occlusion': 2, '#bbox': 2}
2356449	2170091	furnishing.n.02	http://object-naming-amore.upf.edu//2356449_2170091_singleton_obj.png	[]	['umbrella/0.05']	{'#bbox': 1}
2369616	610486	furnishing.n.02	http://object-naming-amore.upf.edu//2369616_610486_supercat_unique.png	['legs']	['bench/0.06', 'legs/-0.03']	{'#occlusion': 1}
2317320	1021951	woman.n.01	http://object-naming-amore.upf.edu//2317320_1021951_singleton_obj.png	[]	[]	{'#bbox': 1}
2366572	627572	shirt.n.01	http://object-naming-amore.upf.edu//2366572_627572_supercat_unique.png	['teeth']	['mouth/0.18', 'teeth/0.18']	{'#occlusion': 2, '#bbox': 2}
2385932	684954	furnishing.n.02	http://object-naming-amore.upf.edu//2385932_684954_singleton_obj.png	[]	['slide/0.02', 'rug/0.18']	{'#bbox': 5, '#occlusion': 1}
2407628	276367	furnishing.n.02	http://object-naming-amore.upf.edu//2407628_276367_singleton_obj.png	[]	['chair/0.02', 'floor/0.19']	{'#occlusion': 1}
2370503	2606715	woman.n.01	http://object-naming-amore.upf.edu//2370503_2606715_supercat_unique.png	[]	['coat/0.16', 'jacket/0.19']	{'#occlusion': 1}
2346062	902885	foodstuff.n.02	http://object-naming-amore.upf.edu//2346062_902885_singleton_obj.png	[]	['_notfound_pizza', '_notfound_mushroom', '_notfound_salad', '_notfound_food', '_notfound_sauce', '_notfound_platter']	{'#occlusion': 1, '#bbox': 1}
2406339	324929	shelter.n.01	http://object-naming-amore.upf.edu//2406339_324929_singleton_obj.png	[]	['dugout/0.12', '_notfound_baseball hat']	{'#occlusion': 1, '#bbox': 1}
2361054	1993882	furnishing.n.02	http://object-naming-amore.upf.edu//2361054_1993882_singleton_obj.png	[]	['desk/0.08']	{'#other_keyboard': 1, '#occlusion': 1}
2412800	2542229	house.n.01	http://object-naming-amore.upf.edu//2412800_2542229_singleton_obj.png	[]	[]	{'#occlusion': 1}
2405818	1106082	house.n.01	http://object-naming-amore.upf.edu//2405818_1106082_supercat_unique.png	[]	['_notfound_train station']	{'#bbox': 1}
2414262	297827	athlete.n.01	http://object-naming-amore.upf.edu//2414262_297827_singleton_obj.png	['legs']	['leg/0.18', '_notfound_skiier', 'legs/0.17']	{'#bbox': 2}
2384421	1309619	furnishing.n.02	http://object-naming-amore.upf.edu//2384421_1309619_supercat_unique.png	[]	['boy/0.01', 'ball/-0.02', 'banner/0.02']	{'#bbox': 3, '#occlusion': 1, '#other_is that a curtain of sorts?': 1}
2415852	3100861	woman.n.01	http://object-naming-amore.upf.edu//2415852_3100861_seed_ambiguous.png	[]	['_notfound_hotdog']	{'#bbox': 2}
2347473	2652879	furnishing.n.02	http://object-naming-amore.upf.edu//2347473_2652879_supercat_unique.png	[]	['dog/-0.00', 'chair/0.02', 'seat/0.03']	{'#bbox': 1}
2400122	661056	furnishing.n.02	http://object-naming-amore.upf.edu//2400122_661056_supercat_unique.png	[]	['_notfound_hot dog', '_notfound_hot dogs', 'food/0.19']	{'#occlusion': 1, '#bbox': 2}
2347829	3540812	aircraft.n.01	http://object-naming-amore.upf.edu//2347829_3540812_singleton_obj.png	[]	[]	{'#occlusion': 1}
2365629	3883230	man.n.01	http://object-naming-amore.upf.edu//2365629_3883230_singleton_obj.png	[]	['_notfound_skateboarder']	{'#bbox': 1}
2382985	535893	foodstuff.n.02	http://object-naming-amore.upf.edu//2382985_535893_supercat_ambiguous.png	[]	['_notfound_pizza slice', '_notfound_pizza']	{'#bbox': 2}
2345369	3180319	flower.n.01	http://object-naming-amore.upf.edu//2345369_3180319_seed_ambiguous.png	['flowers']	[]	{}
2356334	2515457	bridge.n.01	http://object-naming-amore.upf.edu//2356334_2515457_singleton_obj.png	[]	['_notfound_skateboard']	{'#occlusion': 1, '#bbox': 1}
2398023	1183801	furnishing.n.02	http://object-naming-amore.upf.edu//2398023_1183801_singleton_obj.png	[]	['rug/0.18', 'floor/0.19']	{'#occlusion': 1}
2351108	3590559	furnishing.n.02	http://object-naming-amore.upf.edu//2351108_3590559_singleton_obj.png	[]	['table/0.06', 'orange/-0.01', 'mat/0.07', '_notfound_clementine']	{'#occlusion': 1, '#bbox': 1}
2416390	3204602	car.n.01	http://object-naming-amore.upf.edu//2416390_3204602_seed_ambiguous.png	['cars']	[]	{}
2340505	947184	vessel.n.03	http://object-naming-amore.upf.edu//2340505_947184_singleton_obj.png	[]	['shower/0.03', 'cat/0.11', 'bathtub/0.19', 'bath/0.13']	{'#occlusion': 1}
2361483	781585	woman.n.01	http://object-naming-amore.upf.edu//2361483_781585_singleton_obj.png	[]	['sign/0.05']	{'#bbox': 1}
713562	1585885	furnishing.n.02	http://object-naming-amore.upf.edu//713562_1585885_seed_ambiguous.png	['children']	['children/0.10']	{}
2324771	2851831	furnishing.n.02	http://object-naming-amore.upf.edu//2324771_2851831_supercat_unique.png	[]	['keyboard/0.01', 'couch/0.10', 'man/0.03', 'woman/0.06']	{'#bbox': 2}
2412741	3803307	headdress.n.01	http://object-naming-amore.upf.edu//2412741_3803307_supercat_unique.png	['feet']	['feet/0.10', 'car/0.08', '_notfound_car hood']	{'#bbox': 2, '#occlusion': 2}
2337446	957562	furnishing.n.02	http://object-naming-amore.upf.edu//2337446_957562_supercat_unique.png	['girls', 'glasses']	['girls/0.07', 'glasses/-0.01', 'girl/0.03', 'curtain/0.04']	{'#occlusion': 1}
2409199	246852	bridge.n.01	http://object-naming-amore.upf.edu//2409199_246852_supercat_unique.png	[]	['_notfound_guard rail', '_notfound_train bridge']	{'#bbox': 2, '#occlusion': 1}
2391982	1235250	woman.n.01	http://object-naming-amore.upf.edu//2391982_1235250_singleton_obj.png	[]	['_notfound_doughnut']	{'#bbox': 2, '#occlusion': 1}
2315775	2900337	man.n.01	http://object-naming-amore.upf.edu//2315775_2900337_singleton_obj.png	[]	[]	{'#bbox': 2}
2411740	3813255	foodstuff.n.02	http://object-naming-amore.upf.edu//2411740_3813255_supercat_unique.png	[]	['_notfound_sandwich', '_notfound_dougnut', '_notfound_donut', '_notfound_food', '_notfound_breakfast']	{'#occlusion': 1}
2417770	3286271	furnishing.n.02	http://object-naming-amore.upf.edu//2417770_3286271_seed_ambiguous.png	[]	['couch/0.10']	{'#bbox': 5}
2354940	2189286	overgarment.n.01	http://object-naming-amore.upf.edu//2354940_2189286_singleton_obj.png	[]	['_notfound_jacket', '_notfound_man']	{'#bbox': 1}
2364148	3740837	restaurant.n.01	http://object-naming-amore.upf.edu//2364148_3740837_singleton_obj.png	[]	[]	{'#bbox': 2}
2370738	3856985	horse.n.01	http://object-naming-amore.upf.edu//2370738_3856985_singleton_obj.png	[]	[]	{'#occlusion': 4, '#other_very dark photo': 1, '#other_too dark, might be a horse?': 1}
2377434	717723	furnishing.n.02	http://object-naming-amore.upf.edu//2377434_717723_supercat_unique.png	[]	['rug/0.18', 'floor/0.19']	{'#occlusion': 1}
2320620	3001672	woman.n.01	http://object-naming-amore.upf.edu//2320620_3001672_singleton_obj.png	['women']	['bag/0.17']	{'#bbox': 4}
2326704	981811	vessel.n.03	http://object-naming-amore.upf.edu//2326704_981811_supercat_unique.png	[]	['train/0.17']	{'#bbox': 3, '#occlusion': 1}
2375710	3841573	furnishing.n.02	http://object-naming-amore.upf.edu//2375710_3841573_singleton_obj.png	[]	['couch/0.10']	{'#occlusion': 1}
2378682	558249	furnishing.n.02	http://object-naming-amore.upf.edu//2378682_558249_singleton_obj.png	[]	['luggage/0.11', 'suitcase/0.03']	{'#bbox': 4}
2355257	831251	furnishing.n.02	http://object-naming-amore.upf.edu//2355257_831251_singleton_obj.png	['appetizers']	['bun/-0.06', 'table/0.06', 'counter/0.06', '_notfound_appetizers']	{'#bbox': 2}
285853	1569979	man.n.01	http://object-naming-amore.upf.edu//285853_1569979_supercat_unique.png	['glasses']	['glasses/0.07']	{}
2330679	3322736	furnishing.n.02	http://object-naming-amore.upf.edu//2330679_3322736_singleton_obj.png	[]	['counter/0.06', 'sink/0.02']	{'#occlusion': 1, '#bbox': 1}
2320101	3195531	shelter.n.01	http://object-naming-amore.upf.edu//2320101_3195531_singleton_obj.png	[]	['dugout/0.12', 'bench/0.05']	{'#occlusion': 1}
2409049	2461773	furnishing.n.02	http://object-naming-amore.upf.edu//2409049_2461773_supercat_unique.png	['shirts']	['bench/0.06', 'shirts/0.04']	{'#occlusion': 1}
2358211	805068	ungulate.n.01	http://object-naming-amore.upf.edu//2358211_805068_seed_ambiguous.png	['cows']	['_notfound_cow', '_notfound_cows']	{}
