batch,source,hitid,assignmentid,control_score,control_score-filtered,decision1,decision2,explanation,mistakes,workerid
1,../1_pre-pilot/verification_round0_amt.csv_77,3126F2F5F83WTGULKPZNUA4II93EPC,3H7XDTSHKCRNJNL6S887ARTEQLIWGG,0.75,0.8,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2336427_960264_supercat_unique.png - whippy: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2335202_3151297_singleton_obj.png - tail: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2379629_551624_singleton_obj.png - windshield: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2375468_1767490_singleton_obj.png - litgh: must be 'other'; you said 'named object misinterpreted'""]",worker18
1,../1_pre-pilot/verification_round0_amt.csv_77,3126F2F5F83WTGULKPZNUA4II93EPC,3KRVW3HTZNLU4G0JJ6W1Q7AQGTAMS9,0.9473684210526316,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2375468_1767490_singleton_obj.png - litgh: must be 'other'; you said 'bounding box error'""]",worker10
1,../1_pre-pilot/verification_round0_amt.csv_150,31HLTCK4BLV7IEN8CWYA05ECHDUGVR,352YTHGROVDPAHXX28K60ZMOLW44HH,1.0,1.0,approve,block,"good enough assignment, bonus because very good assignment, blocked because low average quality",[],worker17
1,../1_pre-pilot/verification_round0_amt.csv_150,31HLTCK4BLV7IEN8CWYA05ECHDUGVR,3KB8R4ZV1E7VVKNVXHCBNDGTGNOBG9,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker48
1,../1_pre-pilot/verification_round0_amt.csv_150,31HLTCK4BLV7IEN8CWYA05ECHDUGVR,3OF2M9AATGOWF4MUTMDT7NFPE6LKZJ,0.9,0.9,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2356155_2189127_supercat_ambiguous.png - topping: must be 'bounding box error'; you said 'adequate'""]",worker4
1,../1_pre-pilot/verification_round0_amt.csv_198,31ODACBENUFI3B0ILXYHJWY7OW9QSR,37UQDCYH6XVRB5A09VZHICX7KCN7VA,0.8181818181818182,0.8181818181818182,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2366480_2574755_seed_ambiguous.png - bike: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2408417_262274_singleton_obj.png - milan: must be 'other'; you said 'bounding box error'""]",worker48
1,../1_pre-pilot/verification_round0_amt.csv_198,31ODACBENUFI3B0ILXYHJWY7OW9QSR,3I02618YA06G4WP00RJTMCM964FUPK,0.8181818181818182,0.8181818181818182,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2378159_2466368_singleton_obj.png - table: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2354670_1936857_supercat_unique.png - tunk: must be 'other'; you said 'bounding box error'""]",worker49
1,../1_pre-pilot/verification_round0_amt.csv_198,31ODACBENUFI3B0ILXYHJWY7OW9QSR,3K4J6M3CXETQCAI3R3CFS2WNY3WAG2,0.7272727272727273,0.7272727272727273,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2366480_2574755_seed_ambiguous.png - bike: must be syn; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2345494_3624193_singleton_obj.png - light: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2354670_1936857_supercat_unique.png - tunk: must be 'other'; you said linguistic""]",worker17
1,../1_pre-pilot/verification_round0_amt.csv_185,31S7M7DAGGQ8REXKISVBCFVZG90LTM,3TXMY6UCAEO5IE9FEDDISBQD4S0QCN,0.9090909090909092,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2339650_2495558_singleton_obj.png - plaza: must be 'other'; you said 'bounding box error'""]",worker23
1,../1_pre-pilot/verification_round0_amt.csv_185,31S7M7DAGGQ8REXKISVBCFVZG90LTM,3TY7ZAOG5FKZDJG4PS011OC3WXLK06,0.9166666666666666,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2339650_2495558_singleton_obj.png - plaza: must be 'other'; you said 'named object misinterpreted'""]",worker27
1,../1_pre-pilot/verification_round0_amt.csv_185,31S7M7DAGGQ8REXKISVBCFVZG90LTM,3U088ZLJVKTQ8JALE6J4PZ6YJ4T0WH,0.8333333333333334,0.9090909090909092,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2404079_1119010_singleton_obj.png - strong: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2339650_2495558_singleton_obj.png - plaza: must be 'other'; you said 'bounding box error'""]",worker18
1,../1_pre-pilot/verification_round0_amt.csv_195,31SIZS5W59F62W0568YCTMTB2UQQR3,3634BBTX0OUZ4S56S7YARFKUAYLIF3,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker9
1,../1_pre-pilot/verification_round0_amt.csv_195,31SIZS5W59F62W0568YCTMTB2UQQR3,3LKC68YZ3A3BB024GRLFF02GHDSOWQ,0.9,0.9,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2362871_2391867_supercat_ambiguous.png - birds: must be 'other'; you said 'bounding box error'""]",worker35
1,../1_pre-pilot/verification_round0_amt.csv_195,31SIZS5W59F62W0568YCTMTB2UQQR3,3QIYRE09Y3H0SEMPIOWH7LCHVVY1NJ,0.9230769230769232,0.9230769230769232,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2362871_2391867_supercat_ambiguous.png - birds: must be 'other'; you said 'named object misinterpreted'""]",worker57
1,../1_pre-pilot/verification_round0_amt.csv_79,32204AGAABC20DSO77H6L4N39Y8HGR,3A0EX8ZRN8OVHB8VRNYHUDNXLFLYBT,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker59
1,../1_pre-pilot/verification_round0_amt.csv_79,32204AGAABC20DSO77H6L4N39Y8HGR,3RANCT1ZVFHE02OQHM1SRSHKPRMBUK,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker16
1,../1_pre-pilot/verification_round0_amt.csv_79,32204AGAABC20DSO77H6L4N39Y8HGR,3TESA3PJ31AR6LNEZ90FEYBKO6XMM6,0.9,0.9,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2415044_147131_supercat_unique.png - pepsi: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2354720_2701838_supercat_unique.png - bowls: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker29
1,../1_pre-pilot/verification_round0_amt.csv_164,322ZSN9Z5GKCT6QZC0WUQYTOUN5T41,3DQQ64TANGLTW0E5VRYU4076RF0PWE,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker4
1,../1_pre-pilot/verification_round0_amt.csv_164,322ZSN9Z5GKCT6QZC0WUQYTOUN5T41,3FIJLY1B6U4RLESA52OU0CL6W94PF4,0.7857142857142857,0.7857142857142857,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2354413_838656_seed_ambiguous.png - dresesr: must be 'linguistic'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2384106_528407_singleton_obj.png - reeses: must be 'other'; you said 'bounding box error'"", 'http://object-naming-amore.upf.edu//1592299_1608408_singleton_obj.png - cupboard: you said this was a bounding box error, but gave it the same color as cupboard_cabinet,bookcase,furniture, which you said were adequate names; that cannot be.']",worker29
1,../1_pre-pilot/verification_round0_amt.csv_164,322ZSN9Z5GKCT6QZC0WUQYTOUN5T41,3MB8LZR5BFTCAF5QELMKZ84RZVILK2,0.6363636363636364,0.6363636363636364,approve,,"failed assignment, but good enough average worker score","[""http://object-naming-amore.upf.edu//2331371_3065243_supercat_unique.png - stem: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2384106_528407_singleton_obj.png - reeses: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2335334_2968409_singleton_obj.png - ladder: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//1592299_1608408_singleton_obj.png - scooter: must be 'other'; you said 'named object misinterpreted'""]",worker23
1,../1_pre-pilot/verification_round0_amt.csv_57,329E6HTMSW2S8RH8IDDJF2EMXA7K3Q,37Q970SNZE8X8REUQKD36FMNIIH1SI,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker10
1,../1_pre-pilot/verification_round0_amt.csv_57,329E6HTMSW2S8RH8IDDJF2EMXA7K3Q,3TS1AR6UQQE2F8OA9GUD0QULWDQ7F3,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker23
1,../1_pre-pilot/verification_round0_amt.csv_57,329E6HTMSW2S8RH8IDDJF2EMXA7K3Q,3Y54SXRO1LLEWOI7H8SDRMN6VZCUTL,0.6428571428571429,0.6428571428571429,reject,block,"failed assignment, worker not good enough on average, lenience already applied, blocked because low average quality","[""http://object-naming-amore.upf.edu//2360154_1842960_seed_ambiguous.png - shadow: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2346130_1998567_singleton_obj.png - wavy: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2376636_2515965_singleton_obj.png - windshield: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2350484_1707804_supercat_unique.png - brick: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2322207_3471976_singleton_obj.png - sofa: you erroneously gave this the same color as ['sofa']""]",worker18
1,../1_pre-pilot/verification_round0_amt.csv_81,32W3UF2EZOLV7POOQE141OTK61U4CI,31N2WW6R9RQKEPNN74RNN9I5RCE3F6,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker14
1,../1_pre-pilot/verification_round0_amt.csv_81,32W3UF2EZOLV7POOQE141OTK61U4CI,32RIADZISS4E0QBDD2W54DTQU214S8,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker16
1,../1_pre-pilot/verification_round0_amt.csv_81,32W3UF2EZOLV7POOQE141OTK61U4CI,3ZPPDN2SLVWENDC7T28RW40RF3NE9U,0.9,0.9,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2391928_1235928_singleton_obj.png - column: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker12
1,../1_pre-pilot/verification_round0_amt.csv_70,335HHSX8CD5ZOTIX5HGYFJK6W6SHDH,3IXEICO792JTUDS6LQUABG9QSCHT63,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker38
1,../1_pre-pilot/verification_round0_amt.csv_70,335HHSX8CD5ZOTIX5HGYFJK6W6SHDH,3L70J4KAZGMN0Q8CPDB7MHTQL8MDAV,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker10
1,../1_pre-pilot/verification_round0_amt.csv_70,335HHSX8CD5ZOTIX5HGYFJK6W6SHDH,3OVR4I9USPJ2NAW0LY709DEPCEDQ42,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker47
1,../1_pre-pilot/verification_round0_amt.csv_163,335VBRURDJ0B1TEE303Q8K43D5W9EN,3MB8LZR5BFTCAF5QELMKZ84RZWVLKH,0.9473684210526316,0.9473684210526316,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2397207_1191801_singleton_obj.png - clasp: must be 'other'; you said 'named object misinterpreted'""]",worker29
1,../1_pre-pilot/verification_round0_amt.csv_163,335VBRURDJ0B1TEE303Q8K43D5W9EN,3P59JYT76LK5CC95YOI7L3SECACT2P,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker4
1,../1_pre-pilot/verification_round0_amt.csv_163,335VBRURDJ0B1TEE303Q8K43D5W9EN,3Z4GS9HPNVAP0F94RXW1CYH4YUM77O,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker13
1,../1_pre-pilot/verification_round0_amt.csv_13,337F8MIIMZDBDXT8EY8K6NRJXCX04L,33IZTU6J8115YSZNXDYA1OQONW1XS9,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker47
1,../1_pre-pilot/verification_round0_amt.csv_13,337F8MIIMZDBDXT8EY8K6NRJXCX04L,3LKC68YZ3A3BB024GRLFF02GH6FWO7,0.9473684210526316,0.9473684210526316,approve,,good enough assignment,"['http://object-naming-amore.upf.edu//2373001_3851915_supercat_unique.png - bowl: you said this was a bounding box error, but gave it the same color as bowl_toilet, which you said were adequate names; that cannot be.']",worker16
1,../1_pre-pilot/verification_round0_amt.csv_13,337F8MIIMZDBDXT8EY8K6NRJXCX04L,3W8CV64QJ2ZQ7N39J3GXH7X47JDH9B,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker10
1,../1_pre-pilot/verification_round0_amt.csv_37,33P2GD6NRNS72ZO7XY2LJWFWGFOHKT,33SA9F9TRXUPZ9PFMDIJAO82D7HWEH,0.9166666666666666,0.9166666666666666,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2374439_726809_singleton_obj.png - chimney: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker23
1,../1_pre-pilot/verification_round0_amt.csv_37,33P2GD6NRNS72ZO7XY2LJWFWGFOHKT,3AMW0RGHOD23965R3Q778HUFYZ1NPI,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker6
1,../1_pre-pilot/verification_round0_amt.csv_37,33P2GD6NRNS72ZO7XY2LJWFWGFOHKT,3M1CVSFP605HPZCHUZHRMG0P4OFAQ3,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker14
1,../1_pre-pilot/verification_round0_amt.csv_63,344M16OZKIFWQVI84AMVQLZNIU2ENG,3JZQSN0I3QAL81ZB2JY7637EVHTFG0,0.9333333333333332,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2391013_1244925_supercat_ambiguous.png - pepperoni: must be 'bounding box error'; you said 'adequate'""]",worker10
1,../1_pre-pilot/verification_round0_amt.csv_63,344M16OZKIFWQVI84AMVQLZNIU2ENG,3QBD8R3Z21JZ2YJK6LFWK8JPXCT4O4,0.7,0.7777777777777778,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2352949_1879809_singleton_obj.png - bat: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2391013_1244925_supercat_ambiguous.png - pepperoni: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2355485_2375691_singleton_obj.png - pile: must be 'bounding box error'; you said 'adequate'""]",worker51
1,../1_pre-pilot/verification_round0_amt.csv_63,344M16OZKIFWQVI84AMVQLZNIU2ENG,3ZGVPD4G6THVINCHNVRL8E2LXG0ZTM,0.8888888888888888,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2391013_1244925_supercat_ambiguous.png - pepperoni: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker47
1,../1_pre-pilot/verification_round0_amt.csv_104,344M16OZKIFWQVI84AMVQLZNIUDENR,3II4UPYCOJ7FN6FTE98TCH8VPUVQDA,0.8,0.8,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//1592970_2274643_singleton_obj.png - lies: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//107902_1073307_singleton_obj.png - pool: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2384683_1306430_singleton_obj.png - stredt: you erroneously gave this the same color as ['stredt']""]",worker0
1,../1_pre-pilot/verification_round0_amt.csv_104,344M16OZKIFWQVI84AMVQLZNIUDENR,3S3AMIZX3U5BT55A9R7YSCJELF4DC2,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker4
1,../1_pre-pilot/verification_round0_amt.csv_104,344M16OZKIFWQVI84AMVQLZNIUDENR,3ZSY5X72NXB634LIHXB9S1UZPTHORH,0.9444444444444444,0.9444444444444444,approve,,good enough assignment,"['http://object-naming-amore.upf.edu//1592970_2274643_singleton_obj.png - vanity: you said this was a bounding box error, but gave it the same color as vanity_sink,bathroom sink,bathroom counter,counter, which you said were adequate names; that cannot be.']",worker9
1,../1_pre-pilot/verification_round0_amt.csv_56,34KYK9TV2R8VZ5YT2F1RO7382WXBSP,36V4Q8R5ZK0IR0L6R27WV7VPY5JMQE,0.9444444444444444,0.9444444444444444,approve,,good enough assignment,['http://object-naming-amore.upf.edu//2318824_3054087_singleton_obj.png - cycle: must be syn; you said linguistic'],worker10
1,../1_pre-pilot/verification_round0_amt.csv_56,34KYK9TV2R8VZ5YT2F1RO7382WXBSP,3LOZAJ85YDDCTTIP3YJ4A6DKP3RX2X,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker14
1,../1_pre-pilot/verification_round0_amt.csv_56,34KYK9TV2R8VZ5YT2F1RO7382WXBSP,3QFUFYSY9YF5WL6R7IW6XEAB5C84FQ,0.9375,0.9375,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2318824_3054087_singleton_obj.png - wwater: must be 'other'; you said linguistic""]",worker47
1,../1_pre-pilot/verification_round0_amt.csv_102,34ZTTGSNJXOTD2M2A3MIFIR5FLSQH6,32SCWG5HIH4V2LZZ49LQ668T3FHP6R,0.8461538461538461,0.9166666666666666,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: must be syn; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: you erroneously gave this the same color as ['kids', 'children']""]",worker23
1,../1_pre-pilot/verification_round0_amt.csv_102,34ZTTGSNJXOTD2M2A3MIFIR5FLSQH6,3JNQLM5FT4MHTZ10PFGGZCIXIWLL27,0.6923076923076923,0.75,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - symbol: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2338072_3703505_singleton_obj.png - leaves: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2350892_2002104_supercat_unique.png - blaer: you erroneously gave this the same color as ['blaer']""]",worker17
1,../1_pre-pilot/verification_round0_amt.csv_102,34ZTTGSNJXOTD2M2A3MIFIR5FLSQH6,3NPI0JQDAO514JAB0MTJHG07NKLTPT,0.9375,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2380488_1346049_supercat_ambiguous.png - children: must be syn; you said 'adequate'""]",worker9
1,../1_pre-pilot/verification_round0_amt.csv_170,3511RHPADVEVBZKSE3QGC0UHSO3LR9,3IO1LGZLK9XAWT0IISJFKKD3E7P862,0.8666666666666667,0.9285714285714286,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: you erroneously gave this the same color as ['gril', 'surfer', 'boy', 'person', 'man', 'girl']""]",worker16
1,../1_pre-pilot/verification_round0_amt.csv_170,3511RHPADVEVBZKSE3QGC0UHSO3LR9,3SPJ03342131ZU67FFBYS16ATRGJYZ,0.8181818181818182,0.9,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: you erroneously gave this the same color as ['gril', 'surfer', 'boy', 'person', 'man', 'girl']"", 'http://object-naming-amore.upf.edu//2336212_3664753_supercat_unique.png - toilet: you said this was a bounding box error, but gave it the same color as toilet_toilet bowl,bowl, which you said were adequate names; that cannot be.']",worker35
1,../1_pre-pilot/verification_round0_amt.csv_170,3511RHPADVEVBZKSE3QGC0UHSO3LR9,3TXWC2NHNZQFXWHPUXSWLL46GXL9SL,0.8,0.8571428571428571,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2356481_3119040_singleton_obj.png - gril: you erroneously gave this the same color as ['gril', 'surfer', 'boy', 'person', 'man', 'girl']"", 'http://object-naming-amore.upf.edu//2360980_2255702_supercat_ambiguous.png - cheese: you said this was a bounding box error, but gave it the same color as cheese_pizza slice,pizza, which you said were adequate names; that cannot be.']",worker9
1,../1_pre-pilot/verification_round0_amt.csv_125,351S7I5UG9W41B40IBXMN1CFN29JNH,33PPO7FECVF268RA113K3FH9YKRIDC,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker4
1,../1_pre-pilot/verification_round0_amt.csv_125,351S7I5UG9W41B40IBXMN1CFN29JNH,34T446B1C0EHUL4GXFJ3D5ZVRS10C6,1.0,1.0,approve,bonus,"good enough assignment, bonus because very good assignment",[],worker29
1,../1_pre-pilot/verification_round0_amt.csv_125,351S7I5UG9W41B40IBXMN1CFN29JNH,3A4TN5196KIS5LACVNQOJXYCD9KHC6,0.8,0.8,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2320048_3169901_singleton_obj.png - calico: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2352042_856488_supercat_unique.png - dish: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2341953_938510_singleton_obj.png - front: must be 'bounding box error'; you said 'adequate'""]",worker17
1,../1_pre-pilot/verification_round0_amt.csv_190,3538U0YQ1FUHS5PUH2MMZPMHPE1F3U,39KFRKBFINVF05X4VS330XNWSG8OYV,0.7272727272727273,0.8,approve,block,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2380534_3833712_singleton_obj.png - peppers: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: you erroneously gave this the same color as ['pie', 'food', 'cake', 'pastry', 'cola', 'dessert']""]",worker17
1,../1_pre-pilot/verification_round0_amt.csv_190,3538U0YQ1FUHS5PUH2MMZPMHPE1F3U,39LOEL67OS5BZAD0ZQLHDH1J49C382,0.9090909090909092,1.0,approve,bonus,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: must be 'other'; you said 'named object misinterpreted'""]",worker12
1,../1_pre-pilot/verification_round0_amt.csv_190,3538U0YQ1FUHS5PUH2MMZPMHPE1F3U,3AAPLD8UCCH9R2CNH9LE87YG1RQTHZ,0.8333333333333334,0.9090909090909092,approve,,good enough assignment,"[""http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png - cola: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2398883_1174628_singleton_obj.png - umbrella: must be 'bounding box error'; you said 'named object misinterpreted'""]",worker53
