vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	similarities	optouts	amt_responses
498042	1573276	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//498042_1573276_supercat_unique.png	['snacks']	[(0.058313213, 'fire'), (0.14321485, 'snacks'), (0.24072722, 'man')]	{'#other_human': 2}	{'man': 4, 'dress': 1, 'snacks': 1, 'fire': 1}
2373686	1840183	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2373686_1840183_singleton_obj.png	[]	[]	{'#other_animal': 5}	{'giraffe': 4}
2375259	583313	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2375259_583313_singleton_obj.png	[]	[(0.21681786, 'table'), (0.23655084, 'chair'), (0.37718326, 'floor'), (0.51212704, 'tile')]	{'#bbox': 1}	{'floor': 2, 'chair': 2, 'showfa': 1, 'table': 1, 'rug': 1, 'tile': 1}
2386364	1286810	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2386364_1286810_supercat_ambiguous.png	[]	[(0.059009984, 'tie'), (0.682487, 'man')]	{'#other_human': 1}	{'tie': 4, 'boy': 3, 'man': 1}
2374399	2092240	baked_goods.n.01	bagel	food, solid food	http://object-naming-amore.upf.edu//2374399_2092240_singleton_obj.png	['snakcks']	[(0.15154885, 'plate'), (0.23988834, 'sweet'), (0.49110147, 'snack')]	{}	{'bagel': 4, 'snack': 2, 'sweet': 1, 'snakcks': 1, 'plate': 1}
2381777	701900	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2381777_701900_singleton_obj.png	[]	[(0.15137014, 'dress')]	{'#other_animal': 4}	{'dog': 4, 'dress': 1}
2366727	2342996	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2366727_2342996_singleton_obj.png	[]	[(0.15526778, 'head')]	{'#other_animal': 1}	{'giraffe': 7, 'head': 1}
2349013	1994744	shelter.n.01	dugout	structure, construction	http://object-naming-amore.upf.edu//2349013_1994744_singleton_obj.png	[]	[(0.27146316, 'helmet')]	{'#bbox': 1}	{'dugout': 7, 'helmet': 1}
2334656	2275205	furnishing.n.02	sofa	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2334656_2275205_supercat_unique.png	[]	[(0.062320236, 'sectional'), (0.358024, 'laptop'), (0.83091795, 'couch')]	{'#occlusion': 1}	{'couch': 5, 'sofa': 1, 'laptop': 1, 'sectional': 1}
2394927	459584	furnishing.n.02	sofa	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2394927_459584_seed_ambiguous.png	[]	[(0.83091795, 'couch')]	{'#other_animal': 1}	{'couch': 6, 'sofa': 2}
2390441	668380	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2390441_668380_supercat_unique.png	[]	[]	{'#other_box margins are not tight around any object': 1}	{'shirt': 6, 't-shirt': 2}
2401463	1147692	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2401463_1147692_singleton_obj.png	[]	[(0.26869828, 'whooping crane'), (0.6320278, 'goose')]	{'#other_birds': 1}	{'bird': 6, 'whooping crane': 1, 'goose': 1}
2405561	330994	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2405561_330994_singleton_obj.png	[]	[(0.36818886, 'laptop')]	{'#other_box is not tight on the top and left-hand margin': 1}	{'desk': 7, 'laptop': 1}
2401944	394376	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2401944_394376_singleton_obj.png	['electronics']	[(0.062241394, 'electronics'), (0.099635504, 'keyboard'), (0.15429026, 'couch')]	{}	{'desk': 5, 'electronics': 2, 'keyboard': 1, 'couch': 1}
2395976	1201649	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2395976_1201649_singleton_obj.png	[]	[(0.15362358, 'wall')]	{'#other_animal': 2}	{'giraffe': 6, 'wall': 1}
2357699	1807575	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2357699_1807575_singleton_obj.png	[]	[]	{'#other_animal': 3}	{'horse': 6}
2380796	1342228	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2380796_1342228_singleton_obj.png	[]	[(0.19078407, 'jug')]	{'#other_animal': 2}	{'cat': 6, 'jug': 1}
2393316	1220971	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2393316_1220971_singleton_obj.png	['snacks']	[(0.13214882, 'paper'), (0.18855599, 'snacks'), (0.20020333, 'snack'), (0.30211076, 'table')]	{}	{'counter': 3, 'table': 3, 'paper': 1, 'snacks': 1, 'snack': 1}
2320978	3379640	dish.n.02	ramekin	food, nutrient	http://object-naming-amore.upf.edu//2320978_3379640_supercat_unique.png	['snacks']	[(0.28038198, 'snacks'), (0.34612846, 'bowl'), (0.39601249, 'cup')]	{}	{'bowl': 5, 'cup': 2, 'soup': 1, 'snacks': 1}
2393742	470036	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2393742_470036_supercat_unique.png	[]	[(0.07497403, 'phone')]	{'#other_human': 2}	{'dress': 6, 'phone': 1}
2367880	1930017	tool.n.01	knife	tool	http://object-naming-amore.upf.edu//2367880_1930017_supercat_unique.png	['snacks']	[(0.13481843, 'snacks'), (0.22181562, 'cheese'), (0.23201507, 'pizza')]	{'#bbox': 1}	{'knife': 4, 'cheese': 1, 'pizza': 1, 'snacks': 1, 'utinsel': 1}
2341564	2162205	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2341564_2162205_singleton_obj.png	[]	[(0.08152938, 'zip'), (0.1446133, 'snack'), (0.5927851, 'child')]	{'#other_human': 1}	{'boy': 4, 'child': 2, 'zip': 1, 'snack': 1}
2320071	3197625	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2320071_3197625_singleton_obj.png	['birds']	[(0.03392437, 'road'), (0.12839632, 'pavement')]	{'#bbox': 2, '#other_birds?': 1}	{'birds': 4, 'road': 1, 'pavement': 1}
2409795	233380	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2409795_233380_seed_ambiguous.png	[]	[]	{'#bbox': 4, '#occlusion': 2}	{'paper': 3}
2369603	3862579	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2369603_3862579_seed_ambiguous.png	[]	[(0.5638939, 'pillow')]	{'#bbox': 1}	{'bed': 7, 'pillow': 1}
2375778	579443	child.n.01	child	person	http://object-naming-amore.upf.edu//2375778_579443_singleton_obj.png	['snacks']	[(0.17165518, 'snacks'), (0.5927851, 'boy')]	{}	{'child': 5, 'boy': 1, 't-shirt': 1, 'snacks': 1}
2356993	2038036	shelter.n.01	dugout	structure, construction	http://object-naming-amore.upf.edu//2356993_2038036_supercat_unique.png	[]	[(0.080167264, 'belt'), (0.21519776, 'shirt')]	{'#bbox': 3}	{'dugout': 2, 'belt': 2, 'shirt': 1}
2401061	402750	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2401061_402750_supercat_unique.png	['drinks']	[(0.18154827, 'drinks'), (0.18976952, 'bottle')]	{}	{'table': 6, 'bottle': 1, 'drinks': 1}
498159	1574164	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//498159_1574164_singleton_obj.png	['drapes']	[(0.2406823, 'glass'), (0.32407993, 'window'), (0.32644296, 'drape'), (0.36987096, 'drapes')]	{'#bbox': 1}	{'curtain': 3, 'drapes': 1, 'window': 1, 'drape': 1, 'glass': 1}
1159975	3706095	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//1159975_3706095_singleton_obj.png	[]	[]	{'#other_animal': 2}	{'dog': 6}
2391812	1237129	restaurant.n.01	grill	structure, construction	http://object-naming-amore.upf.edu//2391812_1237129_singleton_obj.png	[]	[(0.14519544, 'sweet'), (0.16118473, 'conveyer'), (0.26421311, 'cake'), (0.617442, 'oven')]	{'#bbox': 2, '#other_the box does not bound any particular object.': 1}	{'sweet': 2, 'cake': 1, 'grill': 1, 'conveyer': 1, 'oven': 1}
2363118	768072	athlete.n.01	catcher	person	http://object-naming-amore.upf.edu//2363118_768072_singleton_obj.png	[]	[(0.05295828, 'belt'), (0.11062016, 'man'), (0.38407212, 'ball')]	{'#occlusion': 1}	{'man': 2, 'ball': 2, 'catcher': 2, 't-shirt': 1, 'belt': 1}
2324876	3438396	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2324876_3438396_seed_ambiguous.png	[]	[(0.13634714, 'leaf')]	{'#other_animal': 3}	{'giraffe': 5, 'leaf': 1}
2398544	1178787	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2398544_1178787_supercat_ambiguous.png	[]	[]	{'#other_animal': 4, '#other_two sheep in box': 1, '#occlusion': 1}	{'sheep': 3}
2401377	399983	furnishing.n.02	furniture	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2401377_399983_seed_ambiguous.png	[]	[(0.19831792, 'table')]	{'#occlusion': 3, '#other_animal': 2, '#bbox': 2}	{'table': 1, 'pillow': 1}
2399004	1173264	crockery.n.01	cup	tableware	http://object-naming-amore.upf.edu//2399004_1173264_singleton_obj.png	['snacks']	[(0.22785676, 'snack'), (0.2580182, 'snacks'), (0.32419938, 'glass'), (0.35117763, 'blender'), (0.36338672, 'container'), (0.7479384, 'measuring cup')]	{}	{'measuring cup': 2, 'blender': 1, 'snacks': 1, 'bowll': 1, 'glass': 1, 'snack': 1, 'cup': 1, 'container': 1}
2405698	372461	man.n.01	man	person	http://object-naming-amore.upf.edu//2405698_372461_seed_ambiguous.png	[]	[(0.08355652, 'shoe')]	{'#occlusion': 1}	{'man': 4, 'shoe': 3, 't-shirt': 1}
2320591	3470227	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2320591_3470227_supercat_unique.png	[]	[(0.7488261, 't shirt')]	{'#other_human': 1}	{'shirt': 5, 't-shirt': 2, 't shirt': 1}
2343398	2055708	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2343398_2055708_singleton_obj.png	[]	[]	{'#other_animal': 4}	{'zebra': 5}
2337659	2396920	dish.n.02	salad	food, nutrient	http://object-naming-amore.upf.edu//2337659_2396920_seed_ambiguous.png	['snacks']	[(0.3732069, 'cake'), (0.42733407, 'snacks'), (0.50777817, 'vegetable')]	{'#bbox': 2}	{'salad': 3, 'snacks': 2, 'cake': 1, 'vegetable': 1}
2334589	3457652	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2334589_3457652_supercat_unique.png	['snacks']	[(0.44082022, 'snacks')]	{}	{'pizza': 8, 'snacks': 1}
2400081	1163301	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2400081_1163301_singleton_obj.png	[]	[(0.66643244, 'overpass')]	{'#occlusion': 1}	{'bridge': 7, 'overpass': 1}
2406614	368506	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2406614_368506_singleton_obj.png	[]	[]	{'#other_animal': 2}	{'giraffe': 7}
2390864	1246309	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2390864_1246309_singleton_obj.png	[]	[]	{'#other_animal': 2}	{'bird': 7}
2396520	1197183	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2396520_1197183_singleton_obj.png	['pots']	[(0.054399315, 'pots'), (0.24848098, 'countertop'), (0.30211076, 'table'), (0.774296, 'bathroom counter')]	{}	{'counter': 3, 'table': 2, 'pots': 1, 'countertop': 1, 'wash pission': 1, 'bathroom counter': 1}
2406584	368664	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2406584_368664_supercat_unique.png	[]	[(0.09227148, 'stone')]	{'#other_animal': 3}	{'dog': 5, 'stone': 1}
2364924	3887117	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2364924_3887117_singleton_obj.png	[]	[(0.05459889, 'grill')]	{'#other_animal': 3}	{'giraffe': 5, 'grill': 1}
2332946	1045931	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2332946_1045931_singleton_obj.png	[]	[(0.029065676, 'face')]	{'#other_animal': 4}	{'giraffe': 4, 'face': 1}
2414963	148605	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2414963_148605_singleton_obj.png	['men']	[(0.041243467, 'batter'), (0.047988467, 'cap'), (0.3294572, 'men'), (0.682487, 'man')]	{}	{'cap': 3, 'man': 2, 'boy': 2, 'batter': 1, 'men': 1}
2338455	2322152	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2338455_2322152_supercat_unique.png	['wipers']	[(0.2190395, 'bridge'), (0.32865593, 'wipers'), (0.34025612, 'train'), (0.3443504, 'dashboard'), (0.5838368, 'automobile')]	{'#bbox': 1}	{'car': 3, 'bridge': 1, 'wipers': 1, 'train': 1, 'automobile': 1, 'dashboard': 1}
2353646	844218	man.n.01	man	person	http://object-naming-amore.upf.edu//2353646_844218_singleton_obj.png	['men']	[(0.08355652, 'shoe'), (0.09755995, 'belt'), (0.22168237, 'umpire'), (0.5489763, 'men')]	{}	{'umpire': 3, 'man': 2, 'shoe': 2, 'belt': 1, 'men': 1}
2357550	811185	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2357550_811185_singleton_obj.png	[]	[(0.16346285, 'rope'), (0.37440038, 'oxen'), (0.44606087, 'bull'), (0.450984, 'animal')]	{'#other_animal': 2}	{'cow': 2, 'bull': 2, 'rope': 1, 'animal': 1, 'oxen': 1}
2365961	2199530	shelter.n.01	shelter	structure, construction	http://object-naming-amore.upf.edu//2365961_2199530_singleton_obj.png	[]	[(0.114544794, 'pavillion'), (0.14625224, 'overhang'), (0.200098, 'bus'), (0.20605987, 'bus stop'), (0.20852478, 'canopy'), (0.23984411, 'roof')]	{'#occlusion': 1}	{'canopy': 1, 'bus stop': 1, 'kight': 1, 'pavillion': 1, 'bus': 1, 'overhang': 1, 'shelter': 1, 'roof': 1}
2321676	2924616	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2321676_2924616_singleton_obj.png	[]	[(0.14755401, 'house')]	{'#other_animal': 2}	{'horse': 6, 'house': 1}
2378540	2113297	headdress.n.01	hood	article of clothing	http://object-naming-amore.upf.edu//2378540_2113297_supercat_unique.png	[]	[(0.4447837, 'car')]	{'#other_animal': 1, '#other_i am unsure if they mean the hood or the window': 1, '#bbox': 1}	{'hood': 3, 'car': 2, 'windsheild': 1}
2400832	405044	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2400832_405044_singleton_obj.png	[]	[(0.043199636, 'food'), (0.05941189, 'glass')]	{'#other_human': 1}	{'shirt': 5, 't-shirt': 1, 'food': 1, 'glass': 1}
2346040	2296827	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2346040_2296827_singleton_obj.png	[]	[]	{'#other_animal': 3}	{'giraffe': 6}
2409619	237732	vessel.n.03	tub	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2409619_237732_singleton_obj.png	[]	[(0.534571, 'toilet'), (0.5621411, 'bathroom')]	{'#occlusion': 1}	{'bathtub': 6, 'bathroom': 1, 'toilet': 1}
2395105	457813	bird.n.01	hummingbird	animal	http://object-naming-amore.upf.edu//2395105_457813_singleton_obj.png	['wings']	[(0.34144685, 'wings'), (0.6338072, 'bird')]	{'#other_animal': 1, '#other_birds': 1}	{'bird': 4, 'hummingbird': 1, 'wings': 1}
2399606	415100	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2399606_415100_singleton_obj.png	[]	[(0.075509354, 'furniture')]	{'#other_animal': 1}	{'dog': 5, 'hanbag': 1, 'furniture': 1}
2382977	695320	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2382977_695320_supercat_unique.png	[]	[(0.16073515, 'piano'), (0.17879061, 'clothe'), (0.3686107, 'hanger')]	{'#occlusion': 1, '#bbox': 1}	{'jacket': 2, 'piyano': 1, 'clothe': 1, 'hanger': 1, 'piano': 1}
713191	3659165	man.n.01	man	person	http://object-naming-amore.upf.edu//713191_3659165_singleton_obj.png	[]	[(0.05540441, 'cap')]	{'#other_human': 1}	{'man': 5, 'cap': 2}
2345873	2530018	crockery.n.01	cup	tableware	http://object-naming-amore.upf.edu//2345873_2530018_singleton_obj.png	['snacks', 'cups', 'cakes']	[(0.09379566, 'food'), (0.2580182, 'snacks'), (0.32635337, 'cakes'), (0.3409031, 'table'), (0.45283416, 'bowls')]	{'#bbox': 1}	{'snacks': 2, 'bowls': 1, 'table': 1, 'cups': 1, 'food': 1, 'cakes': 1}
2397608	1188359	furnishing.n.02	line	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2397608_1188359_singleton_obj.png	['vases']	[(-0.007968336, 'vases'), (0.034251586, 'bowl'), (0.049361683, 'vase'), (0.11602744, 'jug')]	{'#bbox': 1}	{'vases': 2, 'vase': 2, 'dress': 1, 'bowl': 1, 'jug': 1}
2349942	2227737	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2349942_2227737_supercat_ambiguous.png	[]	[(0.08924386, 'tie'), (0.11023854, 'glass'), (0.4004915, 'person'), (0.5003157, 'girl')]	{'#occlusion': 1}	{'tie': 2, 'woman': 2, 'girl': 1, 'person': 1, 'glass': 1}
2398302	1180980	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2398302_1180980_supercat_unique.png	[]	[(0.07363731, 'drawing'), (0.22721913, 'toy'), (0.2311558, 'painting')]	{'#occlusion': 1}	{'cake': 4, 'toy': 1, 'painting': 1, 'drawing': 1}
19	1060961	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//19_1060961_singleton_obj.png	[]	[(0.35003698, 'keyboard'), (0.4045672, 'table')]	{'#other_mouse pad': 1}	{'table': 4, 'desk': 2, 'keyboard': 1}
2411841	208719	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2411841_208719_seed_ambiguous.png	[]	[(0.123675585, 'wood')]	{'#other_animal': 2, '#other_box is not tight on top and left margin': 1}	{'zebra': 4, 'wood': 1}
2320942	2770156	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2320942_2770156_singleton_obj.png	[]	[(0.11247179, 'shirt'), (0.16016904, 'dress')]	{'#other_animal': 1, '#other_box is not tight on right-hand margin': 1}	{'giraffe': 4, 'shirt': 1, 'dress': 1}
2386236	683054	foodstuff.n.02	rice	food, nutrient	http://object-naming-amore.upf.edu//2386236_683054_singleton_obj.png	['snacks', 'grains']	[(0.16473284, 'plate'), (0.26217464, 'snacks'), (0.56682456, 'grains')]	{}	{'rice': 4, 'plate': 1, 'vegtable': 1, 'snacks': 1, 'grains': 1}
2372384	592180	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2372384_592180_singleton_obj.png	[]	[]	{'#other_animal': 3}	{'giraffe': 5}
2333403	3185267	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2333403_3185267_singleton_obj.png	[]	[(0.22109804, 'rope')]	{'#other_animal': 1}	{'horse': 6, 'rope': 1}
2327252	3174677	man.n.01	man	person	http://object-naming-amore.upf.edu//2327252_3174677_singleton_obj.png	['people']	[(0.013342088, 'keyboard'), (0.33913338, 'people'), (0.5342027, 'person')]	{'#bbox': 2}	{'people': 2, 'keyboard': 1, 'man': 1, 'person': 1, 'labtop': 1}
2375385	1738213	man.n.01	man	person	http://object-naming-amore.upf.edu//2375385_1738213_supercat_unique.png	[]	[(0.12114468, 'arm'), (0.1307004, 'hand'), (0.21095484, 'pizza'), (0.5342027, 'person')]	{'#bbox': 1}	{'pizza': 2, 'arm': 2, 'man': 1, 'hand': 1, 'person': 1}
2377939	2276712	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2377939_2276712_seed_ambiguous.png	[]	[(0.10260542, 'cap')]	{'#bbox': 4}	{'sheep': 2, 't-shirt': 1, 'cap': 1}
2379214	1359801	kitchen_utensil.n.01	pan	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379214_1359801_supercat_ambiguous.png	[]	[(0.09852043, 'food'), (0.17940964, 'pizza'), (0.27780816, 'cake'), (0.37061852, 'pot')]	{'#bbox': 1}	{'pizza': 2, 'pan': 2, 'cake': 1, 'pot': 1, 'food': 1}
2392644	478510	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2392644_478510_seed_ambiguous.png	['books']	[(0.058230497, 'book'), (0.09110084, 'books'), (0.5927851, 'child')]	{}	{'boy': 3, 'book': 2, 'child': 2, 'books': 1}
2402840	1131065	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2402840_1131065_supercat_unique.png	[]	[(0.19790348, 'travel bag'), (0.21731757, 'box'), (0.37718326, 'floor'), (0.41237795, 'shoe')]	{'#bbox': 1}	{'carpet': 2, 'floor': 2, 'box': 1, 'shoe': 1, 'travel bag': 1}
2414778	152169	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2414778_152169_singleton_obj.png	[]	[(0.05459889, 'grill'), (0.060042083, 'door')]	{'#other_animal': 1}	{'giraffe': 5, 'door': 1, 'grill': 1}
2355697	2239042	man.n.01	guy	person	http://object-naming-amore.upf.edu//2355697_2239042_singleton_obj.png	[]	[(0.1105783, 'glass')]	{'#other_human': 1}	{'man': 5, 'glass': 2}
2390127	500218	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2390127_500218_singleton_obj.png	[]	[]	{'#other_animal': 1, '#other_bird': 1, '#other_birds': 1}	{'bird': 5}
2413097	3094772	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2413097_3094772_seed_ambiguous.png	['zebras']	[(0.5988896, 'zebras')]	{'#other_animal': 4}	{'zebra': 4, 'zebras': 1}
2355803	826322	shirt.n.01	t-shirt	article of clothing	http://object-naming-amore.upf.edu//2355803_826322_supercat_unique.png	[]	['_notfound_']	{'#other_human': 2}	{'shirt': 4, 'showfa': 1, 'girl': 1, 't-shirt': 1}
2317202	2708237	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2317202_2708237_singleton_obj.png	[]	[(0.08431274, 'table')]	{'#other_animal': 3}	{'giraffe': 5, 'table': 1}
2369578	3862714	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2369578_3862714_singleton_obj.png	[]	[(0.12054106, 'wheel'), (0.39060053, 'car')]	{'#bbox': 2, '#occlusion': 1}	{'car': 3, 'building': 2, 'wheel': 1}
2372144	3735978	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2372144_3735978_supercat_unique.png	[]	[(0.42383948, 'chair'), (0.4527424, 'chair back'), (0.57142067, 'pillow'), (0.83091795, 'sofa')]	{'#bbox': 1}	{'pillow': 3, 'chair back': 1, 'showfa': 1, 'chair': 1, 'couch': 1, 'sofa': 1}
2364953	1764311	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2364953_1764311_supercat_unique.png	[]	[(0.2179917, 'shoe'), (0.22109804, 'rope')]	{'#other_animal': 1}	{'horse': 5, 'rope': 1, 'shoe': 1, 'sheo': 1}
2367926	2552332	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2367926_2552332_supercat_unique.png	['snacks']	[(0.44082022, 'snacks'), (0.4708358, 'cheese'), (0.5181341, 'snack')]	{}	{'pizza': 5, 'snack': 1, 'cheese': 1, 'snacks': 1}
2348747	3603296	overgarment.n.01	blazer	article of clothing	http://object-naming-amore.upf.edu//2348747_3603296_supercat_unique.png	[]	[(0.19238813, 'rope'), (0.31148064, 'bag')]	{'#other_human': 2, '#other_box is not tight on the left-hand side': 1}	{'jacket': 3, 'rope': 1, 'bag': 1}
